FILE ID,Media Link,Notes,File Type,Raw Creation Data,Duration,Raw Metadata
EFTA00033282,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033282.mp4,Prison CCTV,mp4,,59:22.5,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 00:59:22.50, start: 0.000000, bitrate: 59 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 54 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00033283,https://www.justice.gov/epstein/files/DataSet%208/EFTA00033283.mp4,Prison CCTV,mp4,,00:25.0,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 01:00:25.00, start: 0.000000, bitrate: 54 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 50 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00087285,https://www.justice.gov/epstein/files/DataSet%209/EFTA00087285.mov,Maxwell asked if she had ever obtained anyone that wasn't a professional to give Mr. Epstein massages,mov,2020-05-27 20:00,00:34.9,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2020-05-27T20:00:40.000000Z
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone 7
    com.apple.quicktime.software: 12.4.1
    com.apple.quicktime.creationdate: 2020-05-27T15:59:48-0400
  Duration: 00:00:34.87, start: 0.000000, bitrate: 853 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 102 kb/s (default)
    Metadata:
      creation_time   : 2020-05-27T20:00:40.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 568x320, 722 kb/s, 30 fps, 30 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2020-05-27T20:00:40.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 23 kb/s (default)
    Metadata:
      creation_time   : 2020-05-27T20:00:40.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2020-05-27T20:00:40.000000Z
      handler_name    : Core Media Metadata"
EFTA00093695,https://www.justice.gov/epstein/files/DataSet%209/EFTA00093695.mp4,"Audio only 1:12 of Maxwell being questioned. Apparently Epstein called himself ""a scout"" for Victoria's Secret",mp4,2020-05-27 20:08,01:12.5,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: mp41mp42
    creation_time   : 2020-05-27T20:08:03.000000Z
  Duration: 00:01:12.47, start: 0.000000, bitrate: 630 kb/s
  Stream #0:0[0x1](eng): Video: mpeg4 (Simple Profile) (mp4v / 0x7634706D), yuv420p, 352x288 [SAR 1:1 DAR 11:9], 500 kb/s, 15 fps, 15 tbr, 30k tbn (default)
    Metadata:
      creation_time   : 2020-05-27T20:08:03.000000Z
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (mp4a / 0x6134706D), 44100 Hz, 2 channels, s16, 128 kb/s (default)
    Metadata:
      creation_time   : 2020-05-27T20:08:03.000000Z
      vendor_id       : [0][0][0][0]"
EFTA00102123,https://www.justice.gov/epstein/files/DataSet%209/EFTA00102123.mov,"Maxwell interrogated. ""Did JE have a scheme to get underaged girls to give him massages?"" Her reply: ""I don't know what you're talking about""",mov,2020-05-27 20:11,00:42.4,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2020-05-27T20:11:22.000000Z
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone 7
    com.apple.quicktime.software: 12.4.1
    com.apple.quicktime.creationdate: 2020-05-27T16:09:59-0400
  Duration: 00:00:42.43, start: 0.000000, bitrate: 852 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 104 kb/s (default)
    Metadata:
      creation_time   : 2020-05-27T20:11:22.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 568x320, 719 kb/s, 30 fps, 30 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2020-05-27T20:11:22.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 23 kb/s (default)
    Metadata:
      creation_time   : 2020-05-27T20:11:22.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2020-05-27T20:11:22.000000Z
      handler_name    : Core Media Metadata"
EFTA00123083,https://www.justice.gov/epstein/files/DataSet%209/EFTA00123083.mov,Walkthrough of a prison area,mov,2021-11-02 19:39,01:09.2,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2021-11-02T19:39:27.000000Z
    com.apple.quicktime.location.accuracy.horizontal: 142.715813
    com.apple.quicktime.location.ISO6709: +40.7130-074.0029+057.844/
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone 8
    com.apple.quicktime.software: 14.8
    com.apple.quicktime.creationdate: 2021-11-02T09:27:42-0400
    com.apple.photos.originating.signature: Aa13v5Jvpo1WUzheNwQEMa3KI815
  Duration: 00:01:09.22, start: 0.000000, bitrate: 17195 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 1920x1080, 16190 kb/s, 30 fps, 30 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2021-11-02T19:39:27.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
    Side data:
      displaymatrix: rotation of -90.00 degrees
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 93 kb/s (default)
    Metadata:
      creation_time   : 2021-11-02T19:39:27.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2021-11-02T19:39:27.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D) (default)
    Metadata:
      creation_time   : 2021-11-02T19:39:27.000000Z
      handler_name    : Core Media Metadata
  Stream #0:4[0x5](und): Data: none (mebx / 0x7862656D), 34 kb/s (default)
    Metadata:
      creation_time   : 2021-11-02T19:39:27.000000Z
      handler_name    : Core Media Metadata"
EFTA00276756,https://www.justice.gov/epstein/files/DataSet%209/EFTA00276756.vob,"Residential area, black and white video, 4:33 PM March 31, 2005",vob,,01:08.7,"  Duration: 00:01:08.72, start: 0.225422, bitrate: 124924 kb/s
  Stream #0:0[0x1bf]: Data: dvd_nav_packet, start 0.225422
  Stream #0:1[0x1e0]: Video: mpeg2video (Main), yuv420p(tv, smpte170m, progressive), 352x240 [SAR 10:11 DAR 4:3], 29.97 fps, 29.97 tbr, 90k tbn, start 0.292156
    Side data:
      cpb: bitrate max/min/avg: 9554800/0/0 buffer size: 1835008 vbv_delay: N/A
  Stream #0:2[0x80]: Audio: ac3, 48000 Hz, stereo, fltp, 256 kb/s, start 0.225422"
EFTA00276757,https://www.justice.gov/epstein/files/DataSet%209/EFTA00276757.vob,"Alfredo Rodriguez deposotion, gets cut off",vob,,,"[mpeg2video @ 0xa000559c0] Invalid frame dimensions 0x0.
    Last message repeated 3 times
[mpeg @ 0xa0004cac0] start time for stream 2 is not set in estimate_timings_from_pts
[mpeg @ 0xa0004cac0] stream 0 : no PTS found at end of file, duration not set
[mpeg @ 0xa0004cac0] stream 1 : no PTS found at end of file, duration not set
  Duration: N/A, start: 11.153544, bitrate: N/A
  Stream #0:0[0x1e0]: Video: mpeg2video, none(tv, bottom first), 29.97 fps, 29.97 tbr, 90k tbn, start 11.268544
  Stream #0:1[0x80]: Audio: ac3, 48000 Hz, stereo, fltp, 384 kb/s, start 11.153544
  Stream #0:2[0x1bf]: Data: dvd_nav_packet, start 11.153544"
EFTA00277578,https://www.justice.gov/epstein/files/DataSet%209/EFTA00277578.vob,"Outside footage of a street/residential area. From June 21, 2005 (2:15)",vob,,02:15.6,"  Duration: 00:02:15.62, start: 0.225422, bitrate: 63302 kb/s
  Stream #0:0[0x1bf]: Data: dvd_nav_packet, start 0.225422
  Stream #0:1[0x1e0]: Video: mpeg2video (Main), yuv420p(tv, smpte170m, progressive), 352x240 [SAR 10:11 DAR 4:3], 29.97 fps, 29.97 tbr, 90k tbn, start 0.292156
    Side data:
      cpb: bitrate max/min/avg: 9554800/0/0 buffer size: 1835008 vbv_delay: N/A
  Stream #0:2[0x80]: Audio: ac3, 48000 Hz, stereo, fltp, 256 kb/s, start 0.225422"
EFTA01136290,https://www.justice.gov/epstein/files/DataSet%209/EFTA01136290.avi,"Appears to be a recording of a CNBC interview teaser with Alan Dershowitz (:16) chiron reads ""How to trust your lawyer"" Squawk on the Street",avi,2013-04-24 15:55,00:16.3,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2013-04-24T15:55:46.000000Z
    make            : Apple
    make-eng        : Apple
    encoder         : 6.0.1
    encoder-eng     : 6.0.1
    date            : 2013-04-24T11:40:10-0400
    date-eng        : 2013-04-24T11:40:10-0400
    location        : +25.8899-080.1271+000.000/
    location-eng    : +25.8899-080.1271+000.000/
    model           : iPhone 4
    model-eng       : iPhone 4
    com.apple.quicktime.make: Apple
    com.apple.quicktime.creationdate: 2013-04-24T11:40:10-0400
    com.apple.quicktime.location.ISO6709: +25.8899-080.1271+000.000/
    com.apple.quicktime.software: 6.0.1
    com.apple.quicktime.model: iPhone 4
  Duration: 00:00:16.27, start: 0.000000, bitrate: 788 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 63 kb/s (default)
    Metadata:
      creation_time   : 2013-04-24T15:55:46.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 568x320, 719 kb/s, 30 fps, 30 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2013-04-24T15:55:46.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264"
EFTA01137029,https://www.justice.gov/epstein/files/DataSet%209/EFTA01137029.m4v,Davide Blaine and Bill Gates magic trick with 2 onlookers. One appears to be a younger woman,m4v,2013-03-20 22:47,00:02.9,"  Metadata:
    major_brand     : M4VP
    minor_version   : 1
    compatible_brands: M4VPM4A mp42isom
    creation_time   : 2013-03-20T22:47:54.000000Z
  Duration: 00:00:02.88, start: 0.000000, bitrate: 969 kb/s
  Stream #0:0[0x1](eng): Video: h264 (libopenh264) (Constrained Baseline) (avc1 / 0x31637661), yuv420p(progressive), 480x272, 866 kb/s, 24 fps, 24 tbr, 2400 tbn (default)
    Metadata:
      creation_time   : 2013-03-20T22:47:54.000000Z
      handler_name    : Apple Video Media Handler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (mp4a / 0x6134706D), 44100 Hz, 2 channels, s16, 95 kb/s (default)
    Metadata:
      creation_time   : 2013-03-20T22:47:54.000000Z
      handler_name    : Apple Sound Media Handler
      vendor_id       : [0][0][0][0]"
EFTA01137173,https://www.justice.gov/epstein/files/DataSet%209/EFTA01137173.mov,Looks like a mechanic giving an estimate video,mov,2013-03-09 17:21,00:16.4,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2013-03-09T17:21:11.000000Z
    make            : Apple
    make-eng        : Apple
    encoder         : 6.1.2
    encoder-eng     : 6.1.2
    date            : 2013-03-09T10:52:45-0400
    date-eng        : 2013-03-09T10:52:45-0400
    location        : +18.4002-064.6340+003.887/
    location-eng    : +18.4002-064.6340+003.887/
    model           : iPhone 4
    model-eng       : iPhone 4
    com.apple.quicktime.make: Apple
    com.apple.quicktime.creationdate: 2013-03-09T10:52:45-0400
    com.apple.quicktime.location.ISO6709: +18.4002-064.6340+003.887/
    com.apple.quicktime.software: 6.1.2
    com.apple.quicktime.model: iPhone 4
  Duration: 00:00:16.36, start: 0.000000, bitrate: 797 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 63 kb/s (default)
    Metadata:
      creation_time   : 2013-03-09T17:21:11.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 480x272, 727 kb/s, 30 fps, 30 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2013-03-09T17:21:11.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
    Side data:
      displaymatrix: rotation of -90.00 degrees"
EFTA01138379,https://www.justice.gov/epstein/files/DataSet%209/EFTA01138379.avi,Bulldozer working the land. Clearing for construction likely.,avi,2015-11-10 19:59,00:22.3,"  Metadata:
    major_brand     : isom
    minor_version   : 0
    compatible_brands: isomiso2avc1
    creation_time   : 2015-11-10T19:59:15.000000Z
  Duration: 00:00:22.26, start: 0.000000, bitrate: 1875 kb/s
  Stream #0:0[0x1](eng): Video: h264 (libopenh264) (Baseline) (avc1 / 0x31637661), yuv420p(progressive), 640x352, 1733 kb/s, 30.28 fps, 30.28 tbr, 30284 tbn (default)
    Metadata:
      creation_time   : 2015-11-10T19:59:15.000000Z
      vendor_id       : [0][0][0][0]
      encoder         : AVC Coding
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (mp4a / 0x6134706D), 48000 Hz, 2 channels, s16, 155 kb/s (default)
    Metadata:
      creation_time   : 2015-11-10T19:56:47.000000Z
      vendor_id       : [0][0][0][0]"
EFTA01139115,https://www.justice.gov/epstein/files/DataSet%209/EFTA01139115.avi,"Residence, cat on coffee table jumps down",avi,2015-12-20 06:21,00:14.6,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2015-12-20T06:21:59.000000Z
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone 6
    com.apple.quicktime.software: 9.1
    com.apple.quicktime.creationdate: 2015-12-19T01:29:55-0500
    com.apple.quicktime.title: Version 2
  Duration: 00:00:14.63, start: 0.000000, bitrate: 7645 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 84 kb/s (default)
    Metadata:
      creation_time   : 2015-12-20T06:21:59.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 720x1280, 7553 kb/s, SAR 1:1 DAR 9:16, 30.01 fps, 29.97 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2015-12-20T06:21:59.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2015-12-20T06:22:00.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2015-12-20T06:22:00.000000Z
      handler_name    : Core Media Metadata"
EFTA01148746,https://www.justice.gov/epstein/files/DataSet%209/EFTA01148746.avi,Probably Epstein checking out cars at Ferrari Maserati dealership,avi,2011-11-11 17:53,00:54.0,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2011-11-11T17:53:39.000000Z
    make            : Apple
    make-eng        : Apple
    encoder         : 5.0
    encoder-eng     : 5.0
    date            : 2011-11-11T12:13:14-0500
    date-eng        : 2011-11-11T12:13:14-0500
    location        : +42.1963-071.1854+021.000/
    location-eng    : +42.1963-071.1854+021.000/
    model           : iPhone 4S
    model-eng       : iPhone 4S
    com.apple.quicktime.make: Apple
    com.apple.quicktime.creationdate: 2011-11-11T12:13:14-0500
    com.apple.quicktime.location.ISO6709: +42.1963-071.1854+021.000/
    com.apple.quicktime.software: 5.0
    com.apple.quicktime.model: iPhone 4S
  Duration: 00:00:54.03, start: 0.000000, bitrate: 782 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 63 kb/s (default)
    Metadata:
      creation_time   : 2011-11-11T17:53:39.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 568x320, 715 kb/s, 30 fps, 30 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2011-11-11T17:53:39.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264"
EFTA01186499,https://www.justice.gov/epstein/files/DataSet%209/EFTA01186499.avi,Looking at rivets of/for what?,avi,2016-04-02 19:42,01:00.0,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2016-04-02T19:42:00.000000Z
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone 6 Plus
    com.apple.quicktime.software: 9.2.1
    com.apple.quicktime.creationdate: 2016-04-02T08:34:33-0400
  Duration: 00:01:00.03, start: 0.000000, bitrate: 2252 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 82 kb/s (default)
    Metadata:
      creation_time   : 2016-04-02T19:42:00.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 1280x720, 2164 kb/s, 29.98 fps, 29.97 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2016-04-02T19:42:00.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
    Side data:
      displaymatrix: rotation of -90.00 degrees
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2016-04-02T19:42:00.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2016-04-02T19:42:00.000000Z
      handler_name    : Core Media Metadata"
EFTA01191233,https://www.justice.gov/epstein/files/DataSet%209/EFTA01191233.avi,World famous poker player Vladimir Geshkenbein interviewing for a job with Epstein,avi,2015-01-12 18:18,01:54.9,"  Metadata:
    major_brand     : mp42
    minor_version   : 0
    compatible_brands: isommp42
    creation_time   : 2015-01-12T18:18:44.000000Z
  Duration: 00:01:54.87, start: 0.000000, bitrate: 637 kb/s
  Stream #0:0[0x1](eng): Video: h264 (libopenh264) (Main) (avc1 / 0x31637661), yuv420p(progressive), 1280x720, 508 kb/s, 30 fps, 30 tbr, 30k tbn (default)
    Metadata:
      creation_time   : 2015-01-12T18:18:45.000000Z
      handler_name    : Mainconcept MP4 Video Media Handler
      vendor_id       : [0][0][0][0]
      encoder         : AVC Coding
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (mp4a / 0x6134706D), 44100 Hz, 2 channels, s16, 125 kb/s (default)
    Metadata:
      creation_time   : 2015-01-12T18:18:45.000000Z
      handler_name    : Mainconcept MP4 Sound Media Handler
      vendor_id       : [0][0][0][0]"
